time_from_start,number_of_rows_finished
534.6539328098297,46221
535.269820690155,46253
535.5513350963593,46285
535.594824552536,46295
535.6057078838348,46327
535.6790843009949,46329
535.7686789035797,46361
535.8375217914581,46370
536.0915849208832,46380
536.60400390625,46412
536.8273184299469,46444
537.0027766227722,46476
537.218377828598,46508
537.557538986206,46518
537.6091277599335,46550
537.8244411945343,46582
537.9322140216827,46592
538.0201816558838,46624
538.1383879184723,46634
538.2487185001373,46641
538.2940690517426,46652
538.3883602619171,46656
538.7387652397156,46688
539.0245494842529,46695
539.3211526870728,46727
539.4455502033234,46759
539.7272691726685,46791
540.0534329414368,46801
540.0543420314789,46833
540.3544640541077,46865
540.4565005302429,46897
540.5244135856628,46902
540.566103219986,46905
540.8593423366547,46915
540.8902018070221,46925
541.069797039032,46957
541.2738924026489,46963
541.3391411304474,46995
541.518613576889,47000
541.9231185913086,47032
542.2583992481232,47042
542.5738508701324,47074
542.6573448181152,47106
542.7450988292694,47108
542.8522310256958,47140
542.896740436554,47141
543.27219414711,47173
543.5889999866486,47205
543.5980868339539,47215
543.9395713806152,47225
544.2078366279602,47257
544.2602133750916,47267
544.5419487953186,47277
544.5887260437012,47309
544.7319211959839,47341
544.9106001853943,47346
544.9488980770111,47356
545.2855715751648,47388
545.6193914413452,47398
545.6226797103882,47430
545.9563500881195,47440
546.059152841568,47472
546.3699178695679,47504
546.4010016918182,47514
546.6581020355225,47546
546.6815526485443,47555
547.0046207904816,47587
547.2083864212036,47593
547.4648032188416,47625
547.6864242553711,47657
547.7981140613556,47667
548.017388343811,47677
548.3001573085785,47709
548.7241060733795,47722
549.0648813247681,47754
549.1534359455109,47786
549.4149489402771,47794
549.5301849842072,47826
549.740148305893,47858
550.0661370754242,47868
550.097651720047,47900
550.4300508499146,47910
550.4715259075165,47911
550.6267268657684,47943
550.762109041214,47947
551.3106889724731,47979
551.3471255302429,48011
551.4954433441162,48043
551.7151472568512,48049
551.7895891666412,48081
